NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
Coles Express Breakfast Creek,Shell,94 Breakfast Creek Road,Newstead,Queensland,-27.446475,153.042142
Kelvin Grove Cab Centre,Shell,305 Kelvin Grove  Road,Kelvin Grove,Queensland,-27.445394,153.008504
Coles Express Wynnum,Shell,2231 Wynnum Road,Wynnum,Queensland,-27.443659,153.158126
Coles Express Windsor,Shell,158-162 Lutwyche Road,Windsor,Queensland,-27.439495,153.030477
Coles Express Brisbane Airport,Shell,Airport Drive,Eagle Farm,Queensland,-27.4076729999999,153.108546
Coles Express Arana Hills,Shell,17 Patricks Road,Arana Hills,Queensland,-27.397709,152.958878
Coles Express Stafford Heights,Shell,280 Appleby Road,Stafford Heights,Queensland,-27.3917,153.011672
Coles Express Nudgee,Shell,1097 Nudgee Road,Banyo,Queensland,-27.37749,153.094025
Coles Express Geebung,Shell,361 Ellison Road,Geebung,Queensland,-27.373951,153.035769
Coles Express Virginia,Shell,1890 Sandgate Road,Virginia,Queensland,-27.3699619999999,153.061615
Coles Express Aspley,Shell,1412 Gympie Road,Aspley,Queensland,-27.359859,153.016296
Coles Express Albany Creek,Shell,171 Old Northern Road,Albany Creek,Queensland,-27.3459609999999,152.964622
Coles Express Deagon,Shell,90 Depot Road,Deagon,Queensland,-27.330612,153.047638
Coles Express Lawnton,Shell,706 Gympie Road,Lawnton,Queensland,-27.2901259999999,152.984252
Coles Express Kallangur,Shell,1507-1511 Anzac Avenue,Kallangur,Queensland,-27.249477,153.001069
Esk,Independent Fuel Supplies,250 Ipswich Street,Esk,Queensland,-27.240045,152.422026
Coles Express Morayfield,Shell,135 Morayfield Road,Caboolture South,Queensland,-27.098534,152.949463
Coles Express Gladstone,Shell,78 Toolooa Street,South Gladstone,Queensland,-23.853248,151.267731
Shell Gladstone Cvro,Shell,Cnr Hanson Road and Kingston Street,Gladstone,Queensland,-23.840272,151.246003
Coles Express Rockhampton Gladstone Road,Shell,146 Gladstone Road,Allenstown,Queensland,-23.3952639999999,150.505384
Coles Express Rockhampton Fitzroy Street,Shell,82-86 Fitzroy Street,Rockhampton,Queensland,-23.379944,150.506234
Coles Express Rockhampton North,Shell,240 Musgrave Street,Rockhampton North,Queensland,-23.358531,150.523837
Coles Express Ingham,Shell,115 Cartwright Street,Ingham,Queensland,-18.6465229999999,146.162105
Coles Express Tully,Shell,59442 Bruce Highway,Tully,Queensland,-17.9319399999999,145.933934
Coles Express Cairns South,Shell,540 Bruce Highway,Woree,Queensland,-16.9473589999999,145.738876
Coles Express Reservoir,Shell,58 Pease Street,Manoora,Queensland,-16.9189949999999,145.740891
Coles Express Cairns Sheridan St,Shell,291 Sheridan Street,Cairns North,Queensland,-16.908294,145.760345
Coles Express Smithfield,Shell,Lot 1 Captain Cook Highway,Smithfield,Queensland,-16.842688,145.695032
Mobil Moorooduc,7-Eleven Pty Ltd,1051 Moorooduc Highway,Moorooduc,Victoria,-38.258499,145.077553
United Mornington,United,211 Mornington-Tyabb Road,Mornington,Victoria,-38.238325,145.065561
Mobil Warragul,7-Eleven Pty Ltd,80 Alfred Street,Warragul,Victoria,-38.1687219999999,145.939819
United Warragul,United,143 Queen Street,Warragul,Victoria,-38.1648499999999,145.936283
Mobil Langwarrin,7-Eleven Pty Ltd,1-5 Cranbourne Road,Langwarrin,Victoria,-38.15595,145.171275
Karingal,7-Eleven Pty Ltd,330 Frankston-Cranbourne Road,Frankston,Victoria,-38.154097,145.163502
United Patterson Lakes,United,1 Thompson Road,Patterson Lakes,Victoria,-38.0690309999999,145.141027
Officer East,7-Eleven Pty Ltd,470-472 Princes Highway,Officer,Victoria,-38.062237,145.416701
Officer,7-Eleven Pty Ltd,397-401 Princes Highway,Officer,Victoria,-38.0592091,145.4066051
BP Lynbrook,BP,345 South Gippsland Highway,Lynbrook,Victoria,-38.044113,145.252346
United Hampton Park,United,15 Enterprise Avenue,Hampton Park,Victoria,-38.0349919999999,145.266898
Caltex Dandenong South,Caltex,393 South Gippsland Highway,Dandenong South,Victoria,-38.031107735,145.24479636
Caltex Braeside,Caltex,122-132 Boundary Road,Braeside,Victoria,-38.0012189999999,145.105834
BP Dingley Village,BP,357 Lower Dandenong Road,Dingley Village,Victoria,-37.986037,145.108661
Unknown,7-Eleven Pty Ltd,158-164 Stud Road,Dandenong,Victoria,-37.971648,145.223671
Unknown,Independent Fuel Supplies,1532 Heatherton Road,Dandenong,Victoria,-37.971436,145.224079
Unknown,BP,165 Stud Road,Dandenong,Victoria,-37.970654,145.223095
BP Cheltenham,BP,292 Warrigal Road,Cheltenham,Victoria,-37.967476,145.074474
BP Oakleigh,BP,1400 Dandenong Road,Oakleigh,Victoria,-37.893559,145.089864
East Werribee,7-Eleven Pty Ltd,125 Ballan Road,Werribee,Victoria,-37.8930410999999,144.6303001
Hoppers Crossing,7-Eleven Pty Ltd,1-15 Heaths Road,Hoppers Crossing,Victoria,-37.880051,144.704154
Caltex Hoppers Crossing,Caltex,289-293 Derrimut Road,Hoppers Crossing,Victoria,-37.863367,144.684652
Shell Hoppers Crossing,Shell,260 Derrimut Road,Hoppers Crossing,Victoria,-37.862501,144.686095
7 Eleven Hoppers Crossing,7-Eleven Pty Ltd,380 Morris Road,Hoppers Crossing,Victoria,-37.850904,144.706837
North Melbourne,7-Eleven Pty Ltd,163-173 Boundary Road,North Melbourne,Victoria,-37.78948,144.939695
North Melbourne,7-Eleven Pty Ltd,415-429 Flemington Road,North Melbourne,Victoria,-37.789056,144.941102
Caltex Templestowe Lower,Caltex,323 Manningham Road,Templestowe Lower,Victoria,-37.773174,145.112546
Maribyrnong,7-Eleven Pty Ltd,32 Raleigh Road,Maribyrnong,Victoria,-37.7693149999999,144.897451
BP Lilydale,BP,473 Maroondah Highway,Lilydale,Victoria,-37.7526099999999,145.365831
7 Eleven Kings Park,7-Eleven Pty Ltd,1 Kings Road,Kings Park,Victoria,-37.7416299999999,144.779007
Mobil Essendon,7-Eleven Pty Ltd,294-296 Keilor Road,Essendon,Victoria,-37.738052,144.895082
Taylors Lakes,7-Eleven Pty Ltd,557-561 Sunshine Avenue,Taylors Lakes,Victoria,-37.7027481,144.8012681
Mobil Taylors Lakes,7-Eleven Pty Ltd,379 Melton Highway,Taylors Lakes,Victoria,-37.6977229999999,144.780471
Mobil Taylors Lakes,7-Eleven Pty Ltd,379 Melton Highway,Taylors Lakes,Victoria,-37.6977229999999,144.780474
Shell Westmeadows,Shell,175-183 Mickleham Road,Westmeadows,Victoria,-37.6876359999999,144.881781
Shell Gladstone Park,Shell,210-212 Mickleham Road,Gladstone Park,Victoria,-37.6868009999999,144.883176
Shell Gladstone Park,Shell,210-212 Mickleham Road,Gladstone Park,Victoria,-37.6868009999999,144.883173
United Somerton,United,132-136 Somerton Road,Somerton,Victoria,-37.641422,144.938545
Independent Kalkallo,Independent Fuel Supplies,1330 Hume Freeway,Kalkallo,Victoria,-37.526358,144.948313
Caltex Kalkallo,Caltex,1340 Hume Freeway,Kalkallo,Victoria,-37.525297,144.948949
United Wallan,United,19 High Street,Wallan,Victoria,-37.417298,144.978408
Mobil Romsey,7-Eleven Pty Ltd,2 Main Street,Romsey,Victoria,-37.357164,144.743081
Independent Romsey,Independent Fuel Supplies,86 Main Street,Romsey,Victoria,-37.3509319999999,144.743569
Independent Murchison,Independent Fuel Supplies,27 Stevenson Street,Murchison,Victoria,-36.6170349999999,145.217671
Mobil Kingscote,7-Eleven Pty Ltd,33 Wheelton Street,Kingscote,South Australia,-35.652074,137.634718
Erindale,7-Eleven Pty Ltd,Ashley Drive,Wanniassa,Australian Capital Territory,-35.405587,149.101451
Mawson,7-Eleven Pty Ltd,1 Mawson Place,Mawson,Australian Capital Territory,-35.365203,149.093654652
Independent Crestwood,Independent Fuel Supplies,26 Kendall Avenue North,Crestwood,New South Wales,-35.3462699999999,149.208029
Mobil Queanbeyan East,7-Eleven Pty Ltd,52-54 Yass Road,Queanbeyan East,New South Wales,-35.341203,149.244488
United Fyshwick,United,2 Yallourn Street,Fyshwick,Australian Capital Territory,-35.3339924049999,149.169760614
Independent Bungendore,Independent Fuel Supplies,2 Gibraltar Street,Bungendore,New South Wales,-35.253316,149.438653
Caltex Belconnen,Caltex,4 Luxton Street,Belconnen,Australian Capital Territory,-35.236307,149.059062
Mobil On The Run Seaford,Peregrine Corporation,112 Commercial Road,Seaford,South Australia,-35.1884499999999,138.477924
Mobil On The Run Morphett Vale,Peregrine Corporation,140 Main South Road,Morphett Vale,South Australia,-35.123822,138.523851
Mobil Darlington,7-Eleven Pty Ltd,1485 Main South Road,Darlington,South Australia,-35.0249669999999,138.561593
Mobil On The Run Marion South,Peregrine Corporation,752 Marion Road,Marion,South Australia,-35.00584,138.557559
United Mannum,United,97 Adelaide-Mannum Road,Mannum,South Australia,-34.9109569999999,139.298353
United South Nowra,United,86 Princes Highway,South Nowra,New South Wales,-34.9039089999999,150.602689
BP Colonial,BP,232 St Bernards Road,Hectorville,South Australia,-34.890234,138.67405
Liberty Klemzig,Liberty,25 O G Road,Klemzig,South Australia,-34.8787599999999,138.634628
United Ferryden Park,United,1 York Terrace,Ferryden Park,South Australia,-34.8716679999999,138.557189
United Blair Athol,United,369 Prospect Road,Blair Athol,South Australia,-34.8620099999999,138.592643
Caltex Gilles Plains,Caltex,Sudholz Road and Blacks Road,Gilles Plains,South Australia,-34.8561989999999,138.654622
Mobil On The Run Largs Bay,Peregrine Corporation,208 Victoria Road,Birkenhead,South Australia,-34.8255379999999,138.500489
Mobil On The Run Parafield,Peregrine Corporation,Lot 12 Kings Road,Parafield,South Australia,-34.7909749999999,138.645019
Mobil On The Run Hillbank,Peregrine Corporation,Lot 92 Main North Road,Hillbank,South Australia,-34.742668,138.676887
Caltex Smithfield,Caltex,Main North Road and Konanda Road,Smithfield,South Australia,-34.691499,138.687834
Shell Blakeview,Shell,10-12 Main North Road,Blakeview,South Australia,-34.6848869999999,138.693112
Mobil On The Run Smithfield,Peregrine Corporation,23-29 Main North Road,Smithfield,South Australia,-34.6816959999999,138.693957
Mobil On The Run Evanston Park,Peregrine Corporation,496 Main North Road,Evanston Park,South Australia,-34.6225959999999,138.73916
Independent Oak Flats,Independent Fuel Supplies,79 Lake Entrance Road,Oak Flats,New South Wales,-34.564716,150.82536
Caltex Shellharbour City Centre,Caltex,Lot 301 New Lake Entrance Road,Shellharbour City Centre,New South Wales,-34.564544,150.829995
Caltex Albion Park Rail,Caltex,31 Princes Highway,Albion Park Rail,New South Wales,-34.5518099999999,150.788178
Independent Port Kembla,Independent Fuel Supplies,1-3 Church Street,Port Kembla,New South Wales,-34.484568,150.904003
Shell Griffith Truckstop,Shell,6 Mackay Avenue,Griffith,New South Wales,-34.2906113999999,146.063854992
Mobil Pheasants Nest,7-Eleven Pty Ltd,Hume Highway North Bound,Pheasants Nest,New South Wales,-34.283225,150.63642
Mobil Pheasants Nest,7-Eleven Pty Ltd,Hume Highway South Bound,Pheasants Nest,New South Wales,-34.282698,150.63965
Independent Appin,Independent Fuel Supplies,72 Appin Road,Appin,New South Wales,-34.2008969999999,150.78785
Independent Port Wakefield,Independent Fuel Supplies,2 East Street,Port Wakefield,South Australia,-34.1846839999999,138.153087
Independent Port Wakefield,Independent Fuel Supplies,7 Catherine Street,Port Wakefield,South Australia,-34.1824379999999,138.153124
United Port Wakefield,United,Lot 672 Catherine Street,Port Wakefield,South Australia,-34.182403,138.154026
Blair Athol,Independent Fuel Supplies,71 Blaxland Road,Blair Athol,New South Wales,-34.0618031,150.8095271
Sutherland,7-Eleven Pty Ltd,542 Princes Highway,Kirrawee,New South Wales,-34.032383,151.075804
Menai,7-Eleven Pty Ltd,289 Menai Road,Menai,New South Wales,-34.0158981,151.0132941
Ingleburn,7-Eleven Pty Ltd,63 Oxford Street,Ingleburn,New South Wales,-34.0003740999999,150.8680051
Caltex Blakehurst,Caltex,659-661 Princes Highway,Blakehurst,New South Wales,-33.9900279999999,151.112746
Independent South Hurstville,Independent Fuel Supplies,63 Connells Point Road,South Hurstville,New South Wales,-33.9780249999999,151.104096
Independent Beverly Park,Independent Fuel Supplies,132 Princes Highway,Beverly Park,New South Wales,-33.974824,151.128327
United Kadina,United,23 Frances Terrace,Kadina,South Australia,-33.9648589999999,137.714905
Kogarah,7-Eleven Pty Ltd,736 Princes Highway,Kogarah,New South Wales,-33.9640461,151.1374621
Independent Kogarah,Independent Fuel Supplies,69 Princes Highway,Kogarah,New South Wales,-33.963317,151.137119
Independent Leppington,7-Eleven Pty Ltd,257-271 Bringelly Road,Leppington,New South Wales,-33.951498924,150.811391127
Independent Narwee,Independent Fuel Supplies,32 Bryant Street,Narwee,New South Wales,-33.948543,151.07153
Independent Rossmore,7-Eleven Pty Ltd,832-850 Bringelly Road,Rossmore,New South Wales,-33.945207,150.770327
Independent Arncliffe,Independent Fuel Supplies,251 Princes Highway,Arncliffe,New South Wales,-33.9420689999999,151.144213
Independent Revesby,7-Eleven Pty Ltd,14 Milperra Road,Revesby,New South Wales,-33.938411,151.017187
Lakemba,7-Eleven Pty Ltd,222 King Georges Road,Lakemba,New South Wales,-33.9335690999999,151.0735621
Independent Moorebank,7-Eleven Pty Ltd,66-68 Nuwarra Road,Moorebank,New South Wales,-33.92997,150.955777
7 Eleven Cecil Park,7-Eleven Pty Ltd,Lot 310 Cowpasture Road,Cecil Park,New South Wales,-33.9156659999999,150.854771
Independent Georges Hall,Independent Fuel Supplies,248-250 Henry Lawson Drive,Georges Hall,New South Wales,-33.91538,150.975063
Independent Belfield,Independent Fuel Supplies,342 Punchbowl Road,Belfield,New South Wales,-33.902819,151.083035
Independent Yagoona,Independent Fuel Supplies,100 Rookwood Road,Yagoona,New South Wales,-33.8992949999999,151.036861
Independent Cabramatta,7-Eleven Pty Ltd,161 Hume Highway,Cabramatta,New South Wales,-33.894395,150.957145
Bonnyrigg,7-Eleven Pty Ltd,140 Edensor Road,Bonnyrigg,New South Wales,-33.884062,150.891954
United Kemps Creek,United,1437 Elizabeth Drive,Kemps Creek,New South Wales,-33.879783,150.791837
Independent Fairfield,7-Eleven Pty Ltd,115 Sackville Street,Fairfield,New South Wales,-33.872712,150.945202
Rozelle,7-Eleven Pty Ltd,178-184 Victoria Road,Rozelle,New South Wales,-33.8629450999999,151.1681191
United Rozelle,United,127 Victoria Road,Rozelle,New South Wales,-33.862088,151.16775
United Drummoyne,United,81-85 Victoria Road,Drummoyne,New South Wales,-33.854614,151.157417
Merrylands,7-Eleven Pty Ltd,295-297 Merrylands Road,Merrylands,New South Wales,-33.8353581,150.9852031
Caltex Merrylands,7-Eleven Pty Ltd,20 Neil Street,Merrylands,New South Wales,-33.834058,150.991743
Granville,7-Eleven Pty Ltd,154-160 Parramatta Road,Granville,New South Wales,-33.8300950999999,151.0102261
BP Longueville,BP,9 Northwood Road,Longueville,New South Wales,-33.8245259999999,151.17258
Caltex Longueville,Caltex,7 Northwood Road,Longueville,New South Wales,-33.824313,151.172477
BP Cammeray,BP,520 Miller Street,Cammeray,New South Wales,-33.8213239999999,151.21026
Mobil Rydalmere,7-Eleven Pty Ltd,262-264 Victoria Road,Rydalmere,New South Wales,-33.810151,151.032443
Blacktown,7-Eleven Pty Ltd,354 Flushcombe Road,Prospect,New South Wales,-33.795403,150.904947
Caltex Manly,Caltex,88-90 Pittwater Road,Manly,New South Wales,-33.7930509999999,151.285952
North Ryde,7-Eleven Pty Ltd,400 Lane Cove Road,North Ryde,New South Wales,-33.784326,151.128758
Colyton,7-Eleven Pty Ltd,104 Great Western Highway,Colyton,New South Wales,-33.7750609999999,150.793485
BP Snowtown,BP,Lot 5 Port Wakefield Road,Snowtown,South Australia,-33.773286,138.211884
BP Jamisontown,BP,124-128 Mulgoa Road,Jamisontown,New South Wales,-33.7697679999999,150.676506
Seven Hills North,7-Eleven Pty Ltd,151 Prospect Highway,Seven Hills,New South Wales,-33.7689379999999,150.942712
Caltex Claremont Meadows,7-Eleven Pty Ltd,574 Great Western Highway,Claremont Meadows,New South Wales,-33.7683319999999,150.756709
United North St Marys,United,91-95 Glossop Street,North St Marys,New South Wales,-33.761018,150.780739
Independent Forestville,Independent Fuel Supplies,1 Currie Road,Forestville,New South Wales,-33.7596639999999,151.219216
Independent Dee Why,Independent Fuel Supplies,1-7 Mooramba Road,Dee Why,New South Wales,-33.7558759999999,151.282627
Independent Blacktown,7-Eleven Pty Ltd,148 Sunnyholt Road,Blacktown,New South Wales,-33.752901,150.914836
Werrington,7-Eleven Pty Ltd,Lot 122 Dunheved Road,Werrington,New South Wales,-33.7468411,150.7430591
Kings Park,7-Eleven Pty Ltd,363 Vardys Road,Kings Park,New South Wales,-33.7465811,150.9069051
Emu Plains,7-Eleven Pty Ltd,126-128 Old Bathurst Road,Emu Plains,New South Wales,-33.7429610999999,150.6545731
Castle Hill,7-Eleven Pty Ltd,255-257 Old Northern Road,Castle Hill,New South Wales,-33.734788,151.003553
Caltex St Ives,Caltex,164B Mona Vale Road,St Ives,New South Wales,-33.73074,151.157016
Wahroonga,7-Eleven Pty Ltd,1579 Pacific Highway,Wahroonga,New South Wales,-33.7197239999999,151.116799
Narrabeen,7-Eleven Pty Ltd,1234 Pittwater Road,Narrabeen,New South Wales,-33.7195879999999,151.298274
Mona Vale,7-Eleven Pty Ltd,24 Barrenjoey Road,Mona Vale,New South Wales,-33.676906,151.308273
